device,corner,length_um,width_um,temp_c,vds_v,overdrive_bias_v,vov_v,id_a,gm_s,gds_s,cgg_f,vth_v,gm_id_per_v,gm_gds,ft_hz
pfet,ff,0.3,2.0,-40.0,0.9,1.2200000000000002,0.21951162000000024,1.82630993e-05,0.000144354402,3.19071584e-06,3.45836759e-15,1.00048838,7.904156880973646,45.24201127230433,6643225752.46392
pfet,ff,0.3,2.0,-40.0,0.9,1.2000000000000002,0.19951162000000022,1.54916751e-05,0.00013273452,2.79178217e-06,3.42939469e-15,1.00048838,8.568119273299246,47.544726600213224,6160082722.041553
pfet,ff,0.3,2.0,-40.0,0.9,1.1800000000000002,0.1795116200000002,1.29558399e-05,0.000120796972,2.41993128e-06,3.39615787e-15,1.00048838,9.323746891932496,49.91752162482896,5660936841.058356
pfet,ff,0.3,2.0,-40.0,0.9,1.1600000000000001,0.1595116200000002,1.06617911e-05,0.000108561212,2.0747956e-06,3.35805765e-15,1.00048838,10.182267780504533,52.32381059608956,5145252201.923093
pfet,ff,0.3,2.0,-40.0,0.9,1.1400000000000001,0.13951162000000017,8.61505339e-06,9.60778252e-05,1.75625086e-06,3.31446138e-15,1.00048838,11.152319184872749,54.70620820080339,4613497956.068829
pfet,ff,0.3,2.0,-40.0,0.9,1.12,0.11951162000000015,6.81967301e-06,8.34476209e-05,1.46448193e-06,3.26472443e-15,1.00048838,12.236308218537298,56.98098364382003,4068061988.1579275
pfet,ff,0.3,2.0,-40.0,0.9,1.1,0.09951162000000013,5.27699523e-06,7.08434574e-05,1.20003276e-06,3.20822168e-15,1.00048838,13.424961424496113,59.034602855342044,3514434959.7843595
pfet,ff,0.3,2.0,-40.0,0.9,1.08,0.07951162000000012,3.98403503e-06,5.85273054e-05,9.63792427e-07,3.14439048e-15,1.00048838,14.690459536446395,60.72604822407471,2962389696.669918
pfet,ff,0.3,2.0,-40.0,0.9,1.06,0.0595116200000001,2.93166603e-06,4.68485671e-05,7.56844139e-07,3.07278565e-15,1.00048838,15.98018553975604,61.89988755399478,2426521690.74577
pfet,ff,0.3,2.0,-40.0,0.9,1.04,0.03951162000000008,2.10317151e-06,3.62071318e-05,5.80110811e-07,2.99314447e-15,1.00048838,17.215491759870787,62.41416486892536,1925247531.1189218
pfet,ff,0.3,2.0,-40.0,0.9,1.02,0.019511620000000063,1.47395532e-06,2.69752025e-05,4.33813578e-07,2.90545754e-15,1.00048838,18.301234870538682,62.181554169795945,1477645692.5196893
pfet,ff,0.3,2.0,-40.0,0.9,1.0,-0.000488379999999955,1.01307896e-06,1.93990861e-05,3.16919826e-07,2.81003728e-15,1.00048838,19.148641780103695,61.21133645958773,1098725794.940442
pfet,ff,0.3,2.0,-40.0,0.9,0.9800000000000001,-0.02048837999999986,6.86574302e-07,1.35287404e-05,2.26879147e-07,2.70757327e-15,1.00048838,19.704699637884204,59.629721721406156,795238279.3567117
pfet,ff,0.3,2.0,-40.0,0.9,0.9600000000000001,-0.04048837999999988,4.61507937e-07,9.21719702e-06,1.59856756e-07,2.59916127e-15,1.00048838,19.9719144158511,57.65910212765734,564398401.9448272
pfet,ff,0.3,2.0,-40.0,0.9,0.9400000000000001,-0.0604883799999999,3.09329443e-07,6.18804381e-06,1.11378034e-07,2.4862937e-15,1.00048838,20.00470356130955,55.55892475171541,396114811.5488952
pfet,ff,0.3,2.0,-40.0,0.9,0.92,-0.08048837999999991,2.07541041e-07,4.12688524e-06,7.70561901e-08,2.3708036e-15,1.00048838,19.884670617991166,53.55682956352134,277042849.7404774
pfet,ff,0.3,2.0,-40.0,0.9,0.9,-0.10048837999999993,1.39700944e-07,2.7508915e-06,5.31022765e-08,2.25476201e-15,1.00048838,19.691287841261833,51.80364536725652,194174807.89224342
pfet,ff,0.3,2.0,-40.0,0.9,0.88,-0.12048837999999995,9.44215007e-08,1.83964829e-06,3.65258711e-08,2.14033868e-15,1.00048838,19.483362119449982,50.36562399739728,136795695.76533213
pfet,ff,0.3,2.0,-40.0,0.9,0.8600000000000001,-0.14048837999999986,6.40737578e-08,1.23630142e-06,2.51057669e-08,2.02964495e-15,1.00048838,19.294972894503776,49.24372256479447,96944779.50171995
pfet,ff,0.3,2.0,-40.0,0.9,0.8400000000000001,-0.16048837999999988,4.36298135e-08,8.35099358e-07,1.72536187e-08,1.92458268e-15,1.00048838,19.140566759470563,48.40140335314121,69059226.28305495
pfet,ff,0.3,2.0,-40.0,0.9,0.8200000000000001,-0.1804883799999999,2.97898664e-08,5.6667983e-07,1.18582108e-08,1.82672217e-15,1.00048838,19.022570373125273,47.787970677667495,49372530.52278603
pfet,ff,0.3,2.0,-40.0,0.9,0.8,-0.2004883799999999,2.03812761e-08,3.85974801e-07,8.15097466e-09,1.73722473e-15,1.00048838,18.937715141398826,47.353208309446515,35360881.310998045
pfet,ff,0.3,2.0,-40.0,0.9,0.78,-0.22048837999999993,1.39638478e-08,2.63652531e-07,5.60313618e-09,1.656816e-15,1.00048838,18.88108025640325,47.05445709870289,25326652.78904789
pfet,ff,0.3,2.0,-40.0,0.9,0.76,-0.24048837999999995,9.57556945e-09,1.80482844e-07,3.85162297e-09,1.58580535e-15,1.00048838,18.848262230503693,46.8589073763884,18113658.631485526
pfet,ff,0.3,2.0,-40.0,0.9,0.74,-0.26048837999999996,6.5692651e-09,1.23741278e-07,2.64723964e-09,1.52414009e-15,1.00048838,18.836395870216897,46.74351204562651,12921408.069653492
pfet,ff,0.3,2.0,-40.0,0.9,0.72,-0.28048838,4.50697282e-09,8.49322146e-08,1.81890737e-09,1.47147955e-15,1.00048838,18.844625426429793,46.69408459211422,9186251.87915907
pfet,ff,0.3,2.0,-40.0,0.9,0.7,-0.30048838,3.09093563e-09,5.8339588e-08,1.24912327e-09,1.42727558e-15,1.00048838,18.874410529215712,46.70442813862558,6505424.6974117085
pfet,ff,0.3,2.0,-40.0,0.9,0.6799999999999999,-0.32048838,2.11801369e-09,4.00937649e-08,8.57145946e-10,1.3908485e-15,1.00048838,18.929889400289948,46.77589048528266,4587933.819534861
pfet,ff,0.3,2.0,-40.0,0.9,0.6600000000000001,-0.3404883799999998,1.44926825e-09,2.75627983e-08,5.87473768e-10,1.36145221e-15,1.00048838,19.018424159916567,46.9174962378916,3222115.005336757
pfet,ff,0.3,2.0,-40.0,0.9,0.6400000000000001,-0.36048837999999983,9.89502204e-10,1.8950332e-08,4.01944418e-10,1.33832528e-15,1.00048838,19.151379272723684,47.146648022364126,2253591.900343184
pfet,ff,0.3,2.0,-40.0,0.9,0.6200000000000001,-0.38048837999999985,6.73410459e-10,1.30272018e-08,2.74313356e-10,1.3207281e-15,1.00048838,19.345113557257655,47.490220636577384,1569848.9046501217
pfet,ff,0.3,2.0,-40.0,0.9,0.6000000000000001,-0.40048837999999987,4.56160349e-10,8.95079549e-09,1.86530843e-10,1.30796745e-15,1.00048838,19.6220375348757,47.98560573706301,1089142.8122604606
pfet,ff,0.3,2.0,-40.0,0.9,0.5800000000000001,-0.4204883799999999,3.06962545e-10,6.14273671e-09,1.26183991e-10,1.29941099e-15,1.00048838,20.011355815413896,48.68079271640727,752376.9762086947
pfet,ff,0.3,2.0,-40.0,0.9,0.56,-0.4404883799999999,2.04671055e-10,4.20572975e-09,8.47384539e-11,1.29449401e-15,1.00048838,20.54872756677782,49.63189150185804,517084.4158801022
pfet,ff,0.3,2.0,-40.0,0.9,0.54,-0.4604883799999999,1.34764146e-10,2.86691793e-09,5.63290835e-11,1.2927208e-15,1.00048838,21.273595500690515,50.89587388724335,352964.1976815755
pfet,ff,0.3,2.0,-40.0,0.9,0.52,-0.48048837999999994,8.72661627e-11,1.93928344e-09,3.69271309e-11,1.29366253e-15,1.00048838,22.222627648551345,52.51649377395849,238583.50873952813
pfet,ff,0.3,2.0,-40.0,0.9,0.5,-0.50048838,5.53109116e-11,1.29528862e-09,2.37651256e-11,1.29695295e-15,1.00048838,23.41831986728637,54.50375654652547,158950.70565488105
pfet,ff,0.3,2.0,-40.0,0.9,0.48,-0.52048838,3.41450913e-11,8.48651177e-10,1.49376773e-11,1.30228312e-15,1.00048838,24.85426586046352,56.812793579360566,103715.5651532249
pfet,ff,0.3,2.0,-40.0,0.9,0.45999999999999996,-0.54048838,2.04402363e-11,5.41316118e-10,9.12317442e-12,1.30939572e-15,1.00048838,26.482869867800893,59.33418490973015,65796.10322463534
pfet,ff,0.3,2.0,-40.0,0.9,0.43999999999999995,-0.56048838,1.18296771e-11,3.33767929e-10,5.3913761e-12,1.31807931e-15,1.00048838,28.214458110610643,61.9077435536356,40301.68392969825
pfet,ff,0.3,2.0,-40.0,0.9,0.42000000000000015,-0.5804883799999998,6.61282216e-12,1.97945805e-10,3.07560771e-12,1.32816293e-15,1.00048838,29.933635021571487,64.35990011222856,23720.0215564324
pfet,ff,0.3,2.0,-40.0,0.9,0.40000000000000013,-0.6004883799999998,3.57549514e-12,1.12729079e-10,1.69395268e-12,1.33951102e-15,1.00048838,31.528242826810278,66.54795044215757,13393.984734106014
pfet,ff,0.3,2.0,-40.0,0.9,0.3800000000000001,-0.6204883799999998,1.87623195e-12,6.17592871e-11,9.0305988e-13,1.35201855e-15,1.00048838,32.91665889177508,68.38891691213212,7270.089470145602
pfet,ff,0.3,2.0,-40.0,0.9,0.3600000000000001,-0.6404883799999999,9.59902848e-13,3.26947755e-11,4.67985651e-13,1.36560646e-15,1.00048838,34.06050473557924,69.86277342080302,3810.4207079576895
pfet,ff,0.3,2.0,-40.0,0.9,0.3400000000000001,-0.6604883799999999,4.81174754e-13,1.68222155e-11,2.36944155e-13,1.38022009e-15,1.00048838,34.96071928162714,70.9965413580259,1939.7911753205242
pfet,ff,0.3,2.0,-40.0,0.9,0.32000000000000006,-0.6804883799999999,2.37425022e-13,8.46278026e-12,1.17796817e-13,1.39582338e-15,1.00048838,35.64401169140462,71.84218110069986,964.9453720136964
pfet,ff,0.3,2.0,-40.0,0.9,0.30000000000000004,-0.7004883799999999,1.15776536e-13,4.18515268e-12,5.77593039e-14,1.412397e-15,1.00048838,36.14853945880709,72.45850274175483,471.6009285040207
pfet,ff,0.3,2.0,-40.0,0.9,0.28,-0.7204883799999999,5.59713204e-14,2.04371063e-12,2.80343762e-14,1.4299361e-15,1.00048838,,72.9001642633304,227.46935965456888
pfet,ff,0.3,2.0,-40.0,0.9,0.26,-0.74048838,2.6891708e-14,9.88907436e-13,1.35072943e-14,1.44844855e-15,1.00048838,,73.21284441103798,108.66075063538304
pfet,ff,0.3,2.0,-40.0,0.9,0.24,-0.76048838,1.28635969e-14,4.75402245e-13,6.47401984e-15,1.46795367e-15,1.00048838,,73.43231203319884,51.54291909548772
pfet,ff,0.3,2.0,-40.0,0.9,0.21999999999999997,-0.78048838,6.13430356e-15,2.27494452e-13,3.09156941e-15,1.48848139e-15,1.00048838,,73.5854259859558,24.324702213295332
pfet,ff,0.3,2.0,-40.0,0.9,0.19999999999999996,-0.80048838,2.91898396e-15,1.08513406e-13,1.47253034e-15,1.51007173e-15,1.00048838,,73.69179639449737,11.436837478334711
pfet,ff,0.3,2.0,-40.0,0.9,0.17999999999999994,-0.82048838,1.38690681e-15,5.16444097e-14,7.00116251e-16,1.53277473e-15,1.00048838,,,5.362472988328838
pfet,ff,0.3,2.0,-40.0,0.9,0.16000000000000014,-0.8404883799999998,6.58281795e-16,2.45407857e-14,3.32457041e-16,1.55665053e-15,1.00048838,,,2.5090971134760087
pfet,ff,0.3,2.0,-40.0,0.9,0.14000000000000012,-0.8604883799999998,3.1222276e-16,1.16489468e-14,1.57734584e-16,1.58176981e-15,1.00048838,,,1.1720968837017545
pfet,ff,0.3,2.0,-40.0,0.9,0.1200000000000001,-0.8804883799999998,1.48013717e-16,5.52538181e-15,7.47928345e-17,1.60821442e-15,1.00048838,,,0.5468125497416843
pfet,ff,0.3,2.0,-40.0,0.9,0.10000000000000009,-0.9004883799999999,7.01440557e-17,2.61948166e-15,3.54498856e-17,1.63607818e-15,1.00048838,,,0.2548187853269723
pfet,ff,0.3,2.0,-40.0,0.9,0.08000000000000007,-0.9204883799999999,3.32336032e-17,1.2414093e-15,1.6797584e-17,1.66546803e-15,1.00048838,,,0.11863117330162719
pfet,ff,0.3,2.0,-40.0,0.9,0.06000000000000005,-0.9404883799999999,1.57432169e-17,5.88178179e-16,7.95782085e-18,1.69650525e-15,1.00048838,,,0.0551790008351814
pfet,ff,0.3,2.0,-40.0,0.9,0.040000000000000036,-0.9604883799999999,7.45694558e-18,2.78631369e-16,3.76949518e-18,1.72932706e-15,1.00048838,,,0.025643246267604166
pfet,ff,0.3,2.0,-40.0,0.9,0.020000000000000018,-0.9804883799999999,3.53179135e-18,1.31977827e-16,1.78538584e-18,1.76408836e-15,1.00048838,,,0.011906956602546263
pfet,ff,0.3,2.0,-40.0,0.9,0.0,-1.00048838,1.67265389e-18,6.25082615e-17,8.45577347e-19,1.8009638e-15,1.00048838,,,0.005523985991170845
pfet,ff,0.3,2.0,27.0,0.9,1.8,0.9156881640000001,0.00018166241,0.000309140818,3.83915705e-05,3.68856773e-15,0.884311836,1.701732449767676,8.052309764196805,13338860202.025347
pfet,ff,0.3,2.0,27.0,0.9,1.78,0.8956881640000001,0.000175489008,0.00030814166,3.59088113e-05,3.6847846e-15,0.884311836,1.7559029110244901,8.581226970328588,13309398970.442444
pfet,ff,0.3,2.0,27.0,0.9,1.76,0.875688164,0.000169338998,0.000306804261,3.36299485e-05,3.68100488e-15,0.884311836,1.8117755781217038,9.122947690508656,13265240414.407167
pfet,ff,0.3,2.0,27.0,0.9,1.74,0.855688164,0.000163218992,0.000305143721,3.15301887e-05,3.67721166e-15,0.884311836,1.869535629775241,9.677827300792526,13207053615.892262
pfet,ff,0.3,2.0,27.0,0.9,1.72,0.835688164,0.000157135313,0.00030317354,2.9587572e-05,3.67338792e-15,0.884311836,1.9293787896040913,10.246651533285664,13135440241.135345
pfet,ff,0.3,2.0,27.0,0.9,1.7,0.815688164,0.000151094036,0.000300905434,2.77830848e-05,3.66951636e-15,0.884311836,1.9915109951791878,10.830526421601679,13050926205.52101
pfet,ff,0.3,2.0,27.0,0.9,1.6800000000000002,0.7956881640000002,0.000145101015,0.00029834937,2.61005127e-05,3.66557912e-15,0.884311836,2.0561494349298655,11.430785802150162,12953963193.639324
pfet,ff,0.3,2.0,27.0,0.9,1.6600000000000001,0.7756881640000002,0.000139161924,0.000295513724,2.4526157e-05,3.66155752e-15,0.884311836,2.12352427665487,12.0489208317471,12844935432.311348
pfet,ff,0.3,2.0,27.0,0.9,1.6400000000000001,0.7556881640000002,0.000133282283,0.000292405498,2.30484985e-05,3.65743182e-15,0.884311836,2.193881222757866,12.686531315695033,12724168948.1302
pfet,ff,0.3,2.0,27.0,0.9,1.62,0.7356881640000001,0.000127467482,0.000289030547,2.16578599e-05,3.65318086e-15,0.884311836,2.2674845573555773,13.34529581106026,12591941659.19406
pfet,ff,0.3,2.0,27.0,0.9,1.6,0.7156881640000001,0.000121722806,0.000285393794,2.03460965e-05,3.64878179e-15,0.884311836,2.3446205635450106,14.026955686561303,12448492581.095158
pfet,ff,0.3,2.0,27.0,0.9,1.58,0.6956881640000001,0.000116053448,0.000281499424,1.91063256e-05,3.64420965e-15,0.884311836,2.4256015555866983,14.733310312685136,12294030560.816202
pfet,ff,0.3,2.0,27.0,0.9,1.56,0.6756881640000001,0.000110464523,0.000277351047,1.79326986e-05,3.63943702e-15,0.884311836,2.5107703312130356,15.466219177965774,12128741302.346424
pfet,ff,0.3,2.0,27.0,0.9,1.54,0.6556881640000001,0.000104961078,0.000272951832,1.68202121e-05,3.6344335e-15,0.884311836,2.6005052272805353,16.227609400953988,11952793547.822123
pfet,ff,0.3,2.0,27.0,0.9,1.52,0.635688164,9.95481027e-05,0.000268304616,1.57645543e-05,3.62916528e-15,0.884311836,2.6952258126763877,17.019486304157677,11766343662.026007
pfet,ff,0.3,2.0,27.0,0.9,1.5,0.615688164,9.42305297e-05,0.000263411984,1.47619807e-05,3.62359453e-15,0.884311836,2.7953995890569634,17.843945833095418,11569539300.31549
pfet,ff,0.3,2.0,27.0,0.9,1.48,0.595688164,8.90132435e-05,0.00025827633,1.38092138e-05,3.6176788e-15,0.884311836,2.901549475612581,18.703188591373678,11362521903.031738
pfet,ff,0.3,2.0,27.0,0.9,1.46,0.575688164,8.39010817e-05,0.000252899895,1.29033633e-05,3.6113703e-15,0.884311836,3.014262627796371,19.59953301477608,11145428203.989855
pfet,ff,0.3,2.0,27.0,0.9,1.44,0.555688164,7.88988388e-05,0.000247284789,1.2041861e-05,3.60461516e-15,0.884311836,3.13420061386252,20.535429615073618,10918390666.921112
pfet,ff,0.3,2.0,27.0,0.9,1.42,0.535688164,7.4011268e-05,0.000241432997,1.12224093e-05,3.59735252e-15,0.884311836,3.2621113449914136,21.5134727798602,10681537237.290476
pfet,ff,0.3,2.0,27.0,0.9,1.4,0.515688164,6.92430845e-05,0.000235346356,1.04429389e-05,3.58951363e-15,0.884311836,3.39884275374821,22.536410320278712,10434989181.546843
pfet,ff,0.3,2.0,27.0,0.9,1.3800000000000001,0.49568816400000015,6.45989683e-05,0.000229026533,9.70157471e-06,3.58102076e-15,0.884311836,3.545358989889626,23.607150369509444,10178858841.954632
pfet,ff,0.3,2.0,27.0,0.9,1.36,0.47568816400000014,6.0083568e-05,0.000222474975,8.9966088e-06,3.57178613e-15,0.884311836,3.702759047199061,24.728759463232414,9913245277.509333
pfet,ff,0.3,2.0,27.0,0.9,1.34,0.4556881640000001,5.57015064e-05,0.000215692845,8.32647727e-06,3.56171065e-15,0.884311836,3.8722982364441045,25.904453709029344,9638228886.252735
pfet,ff,0.3,2.0,27.0,0.9,1.32,0.4356881640000001,5.14573859e-05,0.000208680948,7.68974207e-06,3.55068266e-15,0.884311836,4.055412927612399,27.137574459633335,9353864477.233448
pfet,ff,0.3,2.0,27.0,0.9,1.3,0.4156881640000001,4.73557977e-05,0.000201439651,7.08507587e-06,3.53857661e-15,0.884311836,4.253748448629765,28.43154465754507,9060172980.501406
pfet,ff,0.3,2.0,27.0,0.9,1.28,0.39568816400000006,4.34013301e-05,0.000193968799,6.51124988e-06,3.52525171e-15,0.884311836,4.469190196546534,29.789794981727837,8757131605.348057
pfet,ff,0.3,2.0,27.0,0.9,1.26,0.37568816400000005,3.95985809e-05,0.000186267648,5.96712395e-06,3.51055062e-15,0.884311836,4.70389705303808,31.215649207353906,8444662996.285521
pfet,ff,0.3,2.0,27.0,0.9,1.24,0.35568816400000003,3.59521685e-05,0.000178334839,5.45163893e-06,3.49429831e-15,0.884311836,4.960336092105265,32.712151573105004,8122623953.175686
pfet,ff,0.3,2.0,27.0,0.9,1.2200000000000002,0.33568816400000023,3.24667445e-05,0.000170168445,4.96381094e-06,3.47630103e-15,0.884311836,5.241315309577775,34.281814327118596,7790795142.965891
pfet,ff,0.3,2.0,27.0,0.9,1.2000000000000002,0.3156881640000002,2.91470033e-05,0.000161766157,4.50272774e-06,3.45634575e-15,0.884311836,5.5500099044487365,35.92625766886807,7448873860.935241
pfet,ff,0.3,2.0,27.0,0.9,1.1800000000000002,0.2956881640000002,2.59976863e-05,0.000153125685,4.06754697e-06,3.43419997e-15,0.884311836,5.889973562762775,37.64570787488656,7096473675.08494
pfet,ff,0.3,2.0,27.0,0.9,1.1600000000000001,0.2756881640000002,2.30235745e-05,0.000144245491,3.65749689e-06,3.40961235e-15,0.884311836,6.265121473644329,39.43830858595754,6733135780.484694
pfet,ff,0.3,2.0,27.0,0.9,1.1400000000000001,0.25568816400000016,2.02294626e-05,0.000135126032,3.27187942e-06,3.38231428e-15,0.884311836,6.679664935834726,41.29920900324621,6358361214.497674
pfet,ff,0.3,2.0,27.0,0.9,1.12,0.23568816400000014,1.76201006e-05,0.000125771686,2.91007619e-06,3.35202268e-15,0.884311836,7.137966397308764,43.21937907749418,5971673654.637006
pfet,ff,0.3,2.0,27.0,0.9,1.1,0.21568816400000013,1.5200089e-05,0.00011619362,2.57155752e-06,3.31844442e-15,0.884311836,7.644272346036922,45.18414194367311,5572728254.023707
pfet,ff,0.3,2.0,27.0,0.9,1.08,0.1956881640000001,1.29737044e-05,0.000106413795,2.25589414e-06,3.28128262e-15,0.884311836,8.202267580568584,47.17144883403083,5161482093.675192
pfet,ff,0.3,2.0,27.0,0.9,1.06,0.1756881640000001,1.0944634e-05,9.64701908e-05,1.96277034e-06,3.24024521e-15,0.884311836,8.814382536684187,49.15001456563685,4738440066.033856
pfet,ff,0.3,2.0,27.0,0.9,1.04,0.15568816400000007,9.1155933e-06,8.64230718e-05,1.69199574e-06,3.195056e-15,0.884311836,9.48079504600101,51.07759420245348,4304982158.10796
pfet,ff,0.3,2.0,27.0,0.9,1.02,0.13568816400000006,7.48781521e-06,7.63614841e-05,1.44350947e-06,3.1454683e-15,0.884311836,10.198099440010086,52.89988440463782,3863751434.5155444
pfet,ff,0.3,2.0,27.0,0.9,1.0,0.11568816400000004,6.06041865e-06,6.64083866e-05,1.21736773e-06,3.09128119e-15,0.884311836,10.957722631917516,54.55080249252212,3419042895.3334985
pfet,ff,0.3,2.0,27.0,0.9,0.9800000000000001,0.09568816400000013,4.82970975e-06,5.67217962e-05,1.0137017e-06,3.03235786e-15,0.884311836,11.7443488607157,55.95511598727713,2977074165.7388306
pfet,ff,0.3,2.0,27.0,0.9,0.9600000000000001,0.07568816400000011,3.78852641e-06,4.74887472e-05,8.32633738e-07,2.96864535e-15,0.884311836,12.534886143237946,57.03437782147618,2545965572.519939
pfet,ff,0.3,2.0,27.0,0.9,0.9400000000000001,0.055688164000000095,2.92579859e-06,3.89095069e-05,6.74146959e-07,2.90019457e-15,0.884311836,13.298764663086393,57.716654181332586,2135249965.7990909
pfet,ff,0.3,2.0,27.0,0.9,0.92,0.03568816400000008,2.22652365e-06,3.11722112e-05,5.37921567e-07,2.82717869e-15,0.884311836,14.000395279879466,57.94936123094689,1754827707.6128297
pfet,ff,0.3,2.0,27.0,0.9,0.9,0.01568816400000006,1.67230963e-06,2.44226552e-05,4.23176042e-07,2.74990814e-15,0.884311836,14.604146721322174,57.71275492009068,1413496779.026583
pfet,ff,0.3,2.0,27.0,0.9,0.88,-0.004311835999999958,1.24249791e-06,1.87382649e-05,3.28568914e-07,2.66883972e-15,0.884311836,15.081123878912601,57.02993832216276,1117447204.2855988
pfet,ff,0.3,2.0,27.0,0.9,0.8600000000000001,-0.024311835999999865,9.15681915e-07,1.41159067e-05,2.5220996e-07,2.58457783e-15,0.884311836,15.415731673591042,55.96887093594559,869239185.3910643
pfet,ff,0.3,2.0,27.0,0.9,0.8400000000000001,-0.04431183599999988,6.71284486e-07,1.04783589e-05,1.91792411e-07,2.49786594e-15,0.884311836,15.609416154449905,54.63385566387191,667642961.8260279
pfet,ff,0.3,2.0,27.0,0.9,0.8200000000000001,-0.0643118359999999,4.90839253e-07,7.69627976e-06,1.44808411e-07,2.40956764e-15,0.884311836,15.679837569958979,53.14801610522473,508348861.7991675
pfet,ff,0.3,2.0,27.0,0.9,0.8,-0.08431183599999992,3.58751577e-07,5.61654066e-06,1.08779713e-07,2.32063739e-15,0.884311836,15.655793646866673,51.63224378060273,385195986.65762097
pfet,ff,0.3,2.0,27.0,0.9,0.78,-0.10431183599999994,2.62511563e-07,4.08734007e-06,8.14415238e-08,2.23208295e-15,0.884311836,15.570133457321267,50.18742134586632,291440950.36345917
pfet,ff,0.3,2.0,27.0,0.9,0.76,-0.12431183599999995,1.92487362e-07,2.97458527e-06,6.08491301e-08,2.14492219e-15,0.884311836,15.453405559166008,48.8845981053721,220716607.61215776
pfet,ff,0.3,2.0,27.0,0.9,0.74,-0.14431183599999997,1.41486136e-07,2.16898311e-06,4.54105219e-08,2.06013832e-15,0.884311836,15.330004559598688,47.76388861542681,167563692.24729154
pfet,ff,0.3,2.0,27.0,0.9,0.72,-0.164311836,1.04246581e-07,1.5863281e-06,3.38671711e-08,1.97863775e-15,0.884311836,15.217075560492484,46.8396989909795,127598878.8147676
pfet,ff,0.3,2.0,27.0,0.9,0.7,-0.184311836,7.69669423e-08,1.16415582e-06,2.52480235e-08,1.90121433e-15,0.884311836,15.125400401933337,46.108790258374086,97454111.48999637
pfet,ff,0.3,2.0,27.0,0.9,0.6799999999999999,-0.20431183600000002,5.69150151e-08,8.57209489e-07,1.88156451e-08,1.82852298e-15,0.884311836,15.061218687087726,45.5583363974058,74611655.92768635
pfet,ff,0.3,2.0,27.0,0.9,0.6600000000000001,-0.22431183599999982,4.21282884e-08,6.33111491e-07,1.40154391e-08,1.76106432e-15,0.884311836,15.028179758663066,45.17243352011711,57217003.47715295
pfet,ff,0.3,2.0,27.0,0.9,0.6400000000000001,-0.24431183599999984,3.1193392e-08,4.68805878e-07,1.0432591e-08,1.69918032e-15,0.884311836,15.029012490850628,44.93666798592986,43911038.726152405
pfet,ff,0.3,2.0,27.0,0.9,0.6200000000000001,-0.26431183599999986,2.30879985e-08,3.47862024e-07,7.75768411e-09,1.64306009e-15,0.884311836,15.06678996016047,44.840962723861146,33695639.59985878
pfet,ff,0.3,2.0,27.0,0.9,0.6000000000000001,-0.2843118359999999,1.70689333e-08,2.58523078e-07,5.76017075e-09,1.59275343e-15,0.884311836,15.145825076251251,44.88114835831907,25832765.443821155
pfet,ff,0.3,2.0,27.0,0.9,0.5800000000000001,-0.3043118359999999,1.2593293e-08,1.92328142e-07,4.26830212e-09,1.54819009e-15,0.884311836,15.27226770631002,45.05963650014541,19771457.453897
pfet,ff,0.3,2.0,27.0,0.9,0.56,-0.3243118359999999,9.26272495e-09,1.43150275e-07,3.15410468e-09,1.50920185e-15,0.884311836,15.454445184621399,45.38539126735642,15096107.834226528
pfet,ff,0.3,2.0,27.0,0.9,0.54,-0.3443118359999999,6.78385149e-09,1.06526293e-07,2.32219096e-09,1.47554541e-15,0.884311836,15.702922323259763,45.873183917656796,11490114.763872683
pfet,ff,0.3,2.0,27.0,0.9,0.52,-0.36431183599999994,4.93995615e-09,7.91883679e-08,1.70144189e-09,1.44692431e-15,0.884311836,16.03017628000605,46.541917396896814,8710352.089298002
pfet,ff,0.3,2.0,27.0,0.9,0.5,-0.38431183599999996,3.57056058e-09,5.87347068e-08,1.23882314e-09,1.42300857e-15,0.884311836,16.449715803449553,47.41169655581345,6569123.415942012
pfet,ff,0.3,2.0,27.0,0.9,0.48,-0.404311836,2.55656839e-09,4.33963308e-08,8.94781291e-10,1.40345157e-15,0.884311836,16.974445498796143,48.49937212198595,4921253.220637363
pfet,ff,0.3,2.0,27.0,0.9,0.45999999999999996,-0.424311836,1.80936654e-09,3.18704753e-08,6.39806743e-10,1.38790372e-15,0.884311836,17.614161970741428,49.8126592892129,3654679.7948514437
pfet,ff,0.3,2.0,27.0,0.9,0.43999999999999995,-0.444311836,1.26276985e-09,2.32000141e-08,4.51857554e-10,1.37602303e-15,0.884311836,18.37232184471303,51.3436455684439,2683383.0853955033
pfet,ff,0.3,2.0,27.0,0.9,0.42000000000000015,-0.4643118359999998,8.67042969e-10,1.66842214e-08,3.14420188e-10,1.36748294e-15,0.884311836,19.24266962137144,53.06345469140168,1941798.48960279
pfet,ff,0.3,2.0,27.0,0.9,0.40000000000000013,-0.48431183599999983,5.8448316e-10,1.18105421e-08,2.15048152e-10,1.36197771e-15,0.884311836,20.206813315203128,54.9204538153855,1380129.8964062592
pfet,ff,0.3,2.0,27.0,0.9,0.3800000000000001,-0.5043118359999998,3.86214599e-10,8.20090244e-09,1.44270424e-10,1.35922553e-15,0.884311836,21.23405604354174,56.84396158702632,960263.1295046273
pfet,ff,0.3,2.0,27.0,0.9,0.3600000000000001,-0.5243118359999999,2.49937597e-10,5.56969605e-09,9.47975754e-11,1.35897006e-15,0.884311836,22.284346640333588,58.75357071632446,652291.5286867352
