device,corner,length_um,temp_c,gm_id_target_per_v,vov_v,gm_gds,ft_hz
pfet,fs,0.6,27.0,15.0,0.031384854050184235,179.0716232703095,406038636.7537754
pfet,fs,0.6,27.0,10.0,0.15034443192209648,139.9481583848957,1032710177.0254886
pfet,fs,0.6,27.0,5.0,0.35939701318028766,75.0797208943668,2029480500.969432
pfet,fs,0.6,125.0,20.0,-0.5050851792861007,199.8066854939739,648428.0032881248
pfet,fs,0.6,125.0,15.0,-0.33438805467414,169.5100730475619,8377981.123554406
pfet,fs,0.6,125.0,10.0,0.09852518076618622,139.67584662599643,686483645.334218
pfet,fs,0.6,125.0,5.0,0.34512640582853776,74.40603763843613,1691087849.6489685
pfet,fs,1.2,-40.0,20.0,0.018562695260765018,706.9775285407367,81133241.77258459
pfet,fs,1.2,-40.0,15.0,0.08856531188527329,574.630243729692,188088042.75675666
pfet,fs,1.2,-40.0,10.0,0.17231156427021105,387.80591279338284,327151769.1540762
pfet,fs,1.2,-40.0,5.0,0.3699848037631006,168.50876704608612,612510859.3792717
pfet,fs,1.2,27.0,20.0,-0.3654993425188553,608.6001455511214,339266.64580324414
pfet,fs,1.2,27.0,15.0,0.03865686779540714,569.1850160652546,105081720.52331565
pfet,fs,1.2,27.0,10.0,0.1533387101686976,391.3464140806732,256290273.35025507
pfet,fs,1.2,27.0,5.0,0.36369023958421165,169.4740908332314,510459616.8606946
pfet,fs,1.2,125.0,20.0,-0.443529978288091,668.3634316830546,293499.04637069214
pfet,fs,1.2,125.0,15.0,-0.27570961464612986,506.3857547680141,3392697.126974462
pfet,fs,1.2,125.0,10.0,0.10603122618953066,390.1879379771194,171143047.41126823
pfet,fs,1.2,125.0,5.0,0.3511360112442161,167.25121308903024,419762769.83219016
pfet,sf,0.15,-40.0,20.0,-0.27311018394300446,12.623165206490327,13987023.147042554
pfet,sf,0.15,-40.0,15.0,0.08595277779056817,12.428415593520631,5085275743.088868
pfet,sf,0.15,-40.0,10.0,0.16896457843025117,11.918417504487612,9038137769.8702
pfet,sf,0.15,-40.0,5.0,0.35181619255336544,10.131772623408601,15807906133.270554
pfet,sf,0.15,27.0,20.0,-0.40279117357722255,12.893537271038484,3594648.5782968034
pfet,sf,0.15,27.0,15.0,0.03603332190318079,12.804234061458262,2661565845.2260904
pfet,sf,0.15,27.0,10.0,0.15465387729543004,12.438265826099338,7194359080.685126
pfet,sf,0.15,27.0,5.0,0.36181342346587986,10.863246558667269,14743577316.988136
pfet,sf,0.15,125.0,20.0,-0.48995176726541867,13.168914333763981,2636846.579792847
pfet,sf,0.15,125.0,15.0,-0.31871762773516316,13.190040983934308,36925544.748032555
pfet,sf,0.15,125.0,10.0,0.11250502611037719,13.084501273027152,4336345445.646381
pfet,sf,0.15,125.0,5.0,0.37171045835184363,11.951422801296522,12665322830.390987
pfet,sf,0.3,-40.0,20.0,-0.01074577023342084,74.60019812280771,592247040.9318783
pfet,sf,0.3,-40.0,15.0,0.07814070452623267,75.16968804746504,1891083851.2957494
pfet,sf,0.3,-40.0,10.0,0.16516430289984954,62.25736083839817,3445230618.037323
pfet,sf,0.3,-40.0,5.0,0.359729471647622,36.64291417848926,6364443924.427155
pfet,sf,0.3,27.0,20.0,-0.15860178994635166,67.00029955816956,72051759.96457936
pfet,sf,0.3,27.0,15.0,0.027886113239457846,71.9237413543043,1034137551.1746172
pfet,sf,0.3,27.0,10.0,0.14641962368092418,62.50389775724784,2676007701.996843
pfet,sf,0.3,27.0,5.0,0.3545465852744619,37.04889326167312,5318167562.783307
pfet,sf,0.3,125.0,20.0,-0.27323422469668374,74.04812231914413,15611282.397739124
pfet,sf,0.3,125.0,15.0,-0.052195248058619706,68.30693228372202,416361044.36512196
pfet,sf,0.3,125.0,10.0,0.11712264432732489,62.143945773779016,1952384400.703035
pfet,sf,0.3,125.0,5.0,0.34603193394625464,36.940261222064926,4392637133.877796
pfet,sf,0.6,-40.0,20.0,0.021126950300498222,241.66165267003032,262434118.33488852
pfet,sf,0.6,-40.0,15.0,0.09031485204823582,209.2037013129963,598696225.2314547
pfet,sf,0.6,-40.0,10.0,0.17495742841890022,157.422964456254,1053535096.2769904
pfet,sf,0.6,-40.0,5.0,0.37852872232551105,80.19535494230747,2054556976.0256464
pfet,sf,0.6,27.0,20.0,-0.14684357813619134,226.9812992731005,21584737.795454174
pfet,sf,0.6,27.0,15.0,0.04772368140558368,208.50288242246165,351584184.2734609
pfet,sf,0.6,27.0,10.0,0.15696129333768544,158.17911080495804,805482514.3601325
pfet,sf,0.6,27.0,5.0,0.36983965991170004,80.64905820789534,1633347658.548791
pfet,sf,0.6,125.0,20.0,-0.2405779757771011,232.9465291810837,7426942.57133945
pfet,sf,0.6,125.0,15.0,-0.033130172031278486,203.258173920755,143780852.38744095
pfet,sf,0.6,125.0,10.0,0.1262807705064712,155.76068595730789,580543057.1992404
pfet,sf,0.6,125.0,5.0,0.3563810307361563,78.76412034536064,1288555864.5005043
pfet,sf,1.2,-40.0,20.0,0.022340422500089625,715.1276576400013,70286813.22268523
pfet,sf,1.2,-40.0,15.0,0.09102583702391304,580.8068794632793,159554263.99663794
pfet,sf,1.2,-40.0,10.0,0.17578908973169954,392.0177359790444,281823648.56170726
pfet,sf,1.2,-40.0,5.0,0.38157465423313575,169.62577466135485,558764316.2060152
pfet,sf,1.2,27.0,20.0,-0.1582732495173031,628.9082975529763,4713615.3747489
pfet,sf,1.2,27.0,15.0,0.04852240478428814,578.5281999853355,92953018.21173796
pfet,sf,1.2,27.0,10.0,0.15834166133312924,396.38206039175736,215594788.18488437
pfet,sf,1.2,27.0,5.0,0.3742927570217896,171.36859584459995,447561756.0625329
pfet,sf,1.2,125.0,20.0,-0.2487039225478668,676.0900282411475,1726841.3126275153
pfet,sf,1.2,125.0,15.0,-0.0394371145649833,558.3872870877133,34587461.65215535
pfet,sf,1.2,125.0,10.0,0.12703566853035983,394.38826125752814,152748472.00204897
pfet,sf,1.2,125.0,5.0,0.36308923346174643,169.07075360398628,354241352.36478597
pfet,ss,0.15,-40.0,20.0,-0.05583393035468015,11.266338897087481,775412758.6611354
pfet,ss,0.15,-40.0,15.0,0.0757113329775099,11.056969238417118,4958465108.055047
pfet,ss,0.15,-40.0,10.0,0.162338244398866,10.579112238743303,9158783672.518677
pfet,ss,0.15,-40.0,5.0,0.3429835517974616,9.040599874514282,15716737728.210304
pfet,ss,0.15,27.0,20.0,-0.45770333090137927,11.461343145735867,2721439.44236204
pfet,ss,0.15,27.0,15.0,-0.24739601308325943,11.352267095551793,61477194.61205472
pfet,ss,0.15,27.0,10.0,0.14262851595819642,10.954082308599727,7438079086.859447
pfet,ss,0.15,27.0,5.0,0.348112421691016,9.52151758377423,15015501961.439426
pfet,ss,0.15,125.0,20.0,,,
pfet,ss,0.15,125.0,15.0,-0.3781566189897714,11.66470191892589,29425512.34269914
pfet,ss,0.15,125.0,10.0,0.08775997772988152,11.466113664602329,4424147275.010947
pfet,ss,0.15,125.0,5.0,0.3520229982567264,10.262564178932294,13427072074.002354
pfet,ss,0.3,-40.0,20.0,-0.02486838688350141,69.790682199428,493755027.18897057
pfet,ss,0.3,-40.0,15.0,0.07515560780327354,72.16176955364229,1915767479.9335933
pfet,ss,0.3,-40.0,10.0,0.16313970704600889,59.884981649589385,3519118888.054376
pfet,ss,0.3,-40.0,5.0,0.3545456766530287,35.50390046518277,6365606165.259998
pfet,ss,0.3,27.0,20.0,-0.2064457199518438,63.81330978436985,41376152.628378205
pfet,ss,0.3,27.0,15.0,0.015637582066001167,67.9624243296014,965002980.0477295
pfet,ss,0.3,27.0,10.0,0.14221494427688094,59.88223942375638,2743770778.463021
pfet,ss,0.3,27.0,5.0,0.3492754957746507,35.70681931798815,5409964706.957749
pfet,ss,0.3,125.0,20.0,-0.32580686853375757,71.22509936496395,9447120.036321683
pfet,ss,0.3,125.0,15.0,-0.09944023648550081,62.75117801618136,275691349.40591013
pfet,ss,0.3,125.0,10.0,0.1042178805203304,59.00369845188936,1931309662.432641
pfet,ss,0.3,125.0,5.0,0.3386186951487296,35.38924033994587,4506654608.846881
pfet,ss,0.6,-40.0,20.0,0.016480059566086187,234.22869932457655,251999067.35193008
pfet,ss,0.6,-40.0,15.0,0.08811166414904459,203.46026457215874,598374632.9835168
pfet,ss,0.6,-40.0,10.0,0.17261909875242412,153.71328662784848,1051624203.1594747
pfet,ss,0.6,-40.0,5.0,0.37264238372053055,79.02721598081907,2000708466.2944329
pfet,ss,0.6,27.0,20.0,-0.1871584570982903,219.11461138933737,13272106.004054299
pfet,ss,0.6,27.0,15.0,0.04138266661698356,202.22864880192466,343178235.378694
pfet,ss,0.6,27.0,10.0,0.15397826997977487,153.8950218906091,817123699.6254957
pfet,ss,0.6,27.0,5.0,0.3647816120494521,79.03087949561076,1632311352.898166
pfet,ss,0.6,125.0,20.0,-0.2798044765635544,225.64986060813675,5098874.9057594435
pfet,ss,0.6,125.0,15.0,-0.06607557414472849,195.34098687656353,108613996.62602156
pfet,ss,0.6,125.0,10.0,0.1178435564269396,151.25028467061446,581316704.5646013
pfet,ss,0.6,125.0,5.0,0.35061371616701925,76.86607994705076,1310943282.6885989
pfet,ss,1.2,-40.0,20.0,0.020483373356432244,711.1805514188279,69721620.71821208
pfet,ss,1.2,-40.0,15.0,0.08983017515850619,578.846894512424,159691476.6862769
pfet,ss,1.2,-40.0,10.0,0.17374527049866112,391.3798627647017,279700538.2027164
pfet,ss,1.2,-40.0,5.0,0.3756436714142574,170.6224615979544,539941269.6680403
pfet,ss,1.2,27.0,20.0,-0.19716763204142285,618.7857886544782,2840316.470443419
pfet,ss,1.2,27.0,15.0,0.04447543094449679,573.8500006530537,92207062.0737898
pfet,ss,1.2,27.0,10.0,0.15588838293585644,394.598106509287,217293972.31589836
pfet,ss,1.2,27.0,5.0,0.3690743585824251,171.5884738181614,442413697.71013045
pfet,ss,1.2,125.0,20.0,-0.28240343560512,670.7625946709735,1288853.9733748022
pfet,ss,1.2,125.0,15.0,-0.07248965295845275,543.9510609726165,25522893.23680287
pfet,ss,1.2,125.0,10.0,0.12010813147855674,391.523933381531,152897337.25553778
pfet,ss,1.2,125.0,5.0,0.3575655819315752,168.56461682856772,357743924.49286294
pfet,tt,0.15,-40.0,20.0,-0.5478418175386823,9.189255478932953,202004.5888315034
pfet,tt,0.15,-40.0,15.0,0.07152484943809051,9.198429602683518,5893214145.325382
pfet,tt,0.15,-40.0,10.0,0.16692653804046498,9.09973586845257,12050804727.25169
pfet,tt,0.15,-40.0,5.0,0.36349578485240247,8.33859880845226,22995516185.668312
pfet,tt,0.15,27.0,20.0,-0.5940806668323737,9.235582697723194,615731.6298870917
pfet,tt,0.15,27.0,15.0,-0.05700686261888692,9.29331914670151,1079473178.349917
pfet,tt,0.15,27.0,10.0,0.14303686150521747,9.249065764929224,8172232995.535432
pfet,tt,0.15,27.0,5.0,0.3692453956911559,8.643498741221368,18928085241.067673
pfet,tt,0.15,125.0,20.0,,,
pfet,tt,0.15,125.0,15.0,,,
pfet,tt,0.15,125.0,10.0,0.0704336710111149,9.407336675859218,3701723301.5344124
pfet,tt,0.15,125.0,5.0,0.3670402427762549,9.009360811736562,14079682644.954836
pfet,tt,0.3,-40.0,20.0,-0.15098516040451795,54.20863721692171,58226441.36881086
pfet,tt,0.3,-40.0,15.0,0.07982403119335106,68.17586423290588,2433031125.866681
pfet,tt,0.3,-40.0,10.0,0.165887142930085,57.15026812567488,4376650783.715132
pfet,tt,0.3,-40.0,5.0,0.35935563526557723,34.70150578997354,8025362756.722842
pfet,tt,0.3,27.0,20.0,-0.33225862678959883,59.636203774192275,8166781.138377108
pfet,tt,0.3,27.0,15.0,0.019569443907338356,64.89135536244686,1189621715.3415127
pfet,tt,0.3,27.0,10.0,0.14565187191474413,57.8640597462792,3365681803.31053
pfet,tt,0.3,27.0,5.0,0.3551114547330873,35.5635804539667,6743090102.865977
pfet,tt,0.3,125.0,20.0,-0.42168541017316036,67.74379945779569,4741851.09581564
pfet,tt,0.3,125.0,15.0,-0.2431485626192696,55.83078094342353,67062977.63945779
pfet,tt,0.3,125.0,10.0,0.09599690088876592,57.58702351547397,2161505568.0989265
pfet,tt,0.3,125.0,5.0,0.34477968450164354,36.31551014728841,5561707992.48998
pfet,tt,0.6,-40.0,20.0,0.021679366017584818,224.989807984592,304264691.7318011
pfet,tt,0.6,-40.0,15.0,0.08997434848762703,196.23567309749816,685682363.0417372
pfet,tt,0.6,-40.0,10.0,0.17349775966403128,149.89233409435988,1189823384.9978368
pfet,tt,0.6,-40.0,5.0,0.3725661623794855,78.6136574367438,2250150013.107666
pfet,tt,0.6,27.0,20.0,-0.27060510238063556,209.8917641215432,4498937.9330571685
pfet,tt,0.6,27.0,15.0,0.04262115586974037,196.31220996751134,391810421.95189816
pfet,tt,0.6,27.0,10.0,0.1548906644491818,151.46127778988793,926774378.148529
pfet,tt,0.6,27.0,5.0,0.36535990565686466,79.6191029332637,1848001771.9206066
pfet,tt,0.6,125.0,20.0,-0.3470265956364511,219.3498240647146,3059479.8708716016
pfet,tt,0.6,125.0,15.0,-0.16133946839266775,187.28151865737433,41867814.22303541
pfet,tt,0.6,125.0,10.0,0.11227459494370982,151.25784279429251,636959244.5600642
pfet,tt,0.6,125.0,5.0,0.35210688102345494,79.07612711337435,1505454253.8764405
pfet,tt,1.2,-40.0,20.0,0.023402399931563657,714.3313139926518,80061864.15791382
pfet,tt,1.2,-40.0,15.0,0.09087861089320219,578.3496551929205,178278943.7686006
pfet,tt,1.2,-40.0,10.0,0.17433239863219113,390.0429811151986,309899696.6314649
pfet,tt,1.2,-40.0,5.0,0.3753162616025928,168.8631549538003,594741212.2559332
pfet,tt,1.2,27.0,20.0,-0.25834680123137954,613.9629861209129,1291007.9170669713
pfet,tt,1.2,27.0,15.0,0.04509047732354342,575.0108879078964,102242253.38482866
pfet,tt,1.2,27.0,10.0,0.15633370223321472,394.29946200230614,240374428.32014117
pfet,tt,1.2,27.0,5.0,0.36880388586781676,170.33228197346548,487101586.3609739
pfet,tt,1.2,125.0,20.0,-0.333466453327606,673.1746588334678,854580.4377383126
pfet,tt,1.2,125.0,15.0,-0.14362579945100373,526.5938554737945,12480955.667586414
pfet,tt,1.2,125.0,10.0,0.11557564772835933,393.41076430693533,164052822.56648794
pfet,tt,1.2,125.0,5.0,0.35681517348182595,168.39803572445211,393322814.0550363
